task_key,title,assessment,merged_prs,historically_skipped,repair_groups,acceptance_groups,requirement,current_source_files
02-auth-users-admin.md#T-09.06.03,Notification daytime window configuration,affected_by_identified_gap,194,False,F09,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:722,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/delivery-window-config.controller.test.ts
02-auth-users-admin.md#T-09.07.01,Dual-approval threshold configuration,affected_by_identified_gap,195,False,"F13,F17","F02,F20,F22",kanban/epics/02-auth-users-admin.md:732,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/dual-approval-threshold-config.controller.test.ts;apps/api/src/admin/dual-approval-threshold-config.service.test.ts;packages/shared/package.json;packages/shared/src/finance/dual-approval-config.test.ts;packages/shared/src/finance/dual-approval-config.ts;packages/shared/src/finance/index.ts;packages/shared/src/index.ts
02-auth-users-admin.md#T-09.07.02,Dual-approval workflow,affected_by_identified_gap,196,False,"F13,F17","F02,F20,F22",kanban/epics/02-auth-users-admin.md:740,apps/api/src/admin/admin.module.ts;apps/api/src/admin/dual-approval.controller.test.ts;apps/api/src/admin/dual-approval.controller.ts;apps/api/src/admin/dual-approval.service.test.ts;apps/api/src/admin/dual-approval.service.ts;apps/api/src/admin/index.ts;packages/db/drizzle/0036_create_approval_requests.sql;packages/db/src/index.ts;packages/db/src/schema/approval-requests.test.ts;packages/db/src/schema/approval-requests.ts;packages/shared/src/finance/approval-request.test.ts;packages/shared/src/finance/approval-request.ts;packages/shared/src/finance/index.ts
02-auth-users-admin.md#T-09.08.01,Service response targets,affected_by_identified_gap,197,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:750,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/service-response-targets-config.controller.test.ts;apps/api/src/admin/service-response-targets-config.service.test.ts;apps/worker/src/main.ts;apps/worker/src/service-targets/breach-scanner.test.ts;apps/worker/src/service-targets/breach-scanner.ts;packages/db/drizzle/0037_create_service_breach_alerts.sql;packages/db/src/index.ts;packages/db/src/schema/service-breach-alerts.test.ts;packages/db/src/schema/service-breach-alerts.ts;packages/db/src/seed/notification-templates.ts;packages/shared/package.json;packages/shared/src/admin/index.ts;packages/shared/src/admin/service-response-targets.test.ts;packages/shared/src/admin/service-response-targets.ts;packages/shared/src/index.ts;packages/shared/src/notifications/notification-registry.ts
02-auth-users-admin.md#T-09.08.02,Staff teams and assignment rules,affected_by_identified_gap,198,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:758,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/staff-teams-config.controller.test.ts;apps/api/src/admin/staff-teams-config.service.test.ts;packages/db/drizzle/0038_create_staff_teams.sql;packages/db/src/index.ts;packages/db/src/schema/staff-teams.test.ts;packages/db/src/schema/staff-teams.ts;packages/shared/src/admin/index.ts;packages/shared/src/admin/staff-teams.test.ts;packages/shared/src/admin/staff-teams.ts
02-auth-users-admin.md#T-09.08.03,Escalation alerts,affected_by_identified_gap,199,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:766,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/escalation-policy-config.controller.test.ts;apps/api/src/admin/escalation-policy-config.service.test.ts;apps/worker/src/main.ts;apps/worker/src/service-targets/breach-scanner.ts;apps/worker/src/service-targets/escalation-scanner.test.ts;apps/worker/src/service-targets/escalation-scanner.ts;packages/db/drizzle/0039_add_escalation_to_service_breach_alerts.sql;packages/db/src/schema/service-breach-alerts.test.ts;packages/db/src/schema/service-breach-alerts.ts;packages/db/src/seed/notification-templates.ts;packages/shared/src/admin/escalation-policy.test.ts;packages/shared/src/admin/escalation-policy.ts;packages/shared/src/admin/index.ts;packages/shared/src/notifications/notification-registry.ts
02-auth-users-admin.md#T-09.09.01,Reconciliation exceptions view,affected_by_identified_gap,200,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:776,apps/api/src/admin/admin.module.ts;apps/api/src/admin/index.ts;apps/api/src/admin/reconciliation-exceptions.controller.test.ts;apps/api/src/admin/reconciliation-exceptions.controller.ts;apps/api/src/admin/reconciliation-exceptions.service.test.ts;apps/api/src/admin/reconciliation-exceptions.service.ts;packages/db/drizzle/0040_create_reconciliation_exceptions.sql;packages/db/src/index.ts;packages/db/src/schema/reconciliation-exceptions.test.ts;packages/db/src/schema/reconciliation-exceptions.ts;packages/shared/src/admin/index.ts;packages/shared/src/admin/reconciliation-exceptions.ts
02-auth-users-admin.md#T-09.09.02,Failed jobs dashboard,affected_by_identified_gap,"202,201",False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:784,apps/api/src/admin/admin.module.ts;apps/api/src/admin/failed-jobs.controller.test.ts;apps/api/src/admin/failed-jobs.controller.ts;apps/api/src/admin/failed-jobs.service.test.ts;apps/api/src/admin/failed-jobs.service.ts;apps/worker/src/jobs/job-recorder.test.ts;apps/worker/src/jobs/job-recorder.ts;apps/worker/src/main.ts;packages/db/drizzle/0041_create_background_jobs.sql;packages/db/src/index.ts;packages/db/src/schema/background-jobs.test.ts;packages/db/src/schema/background-jobs.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/admin/index.ts
02-auth-users-admin.md#T-09.09.03,Dead-letter notifications,affected_by_identified_gap,203,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:792,apps/api/src/admin/admin.module.ts;apps/api/src/admin/failed-notifications.controller.test.ts;apps/api/src/admin/failed-notifications.controller.ts;apps/api/src/admin/failed-notifications.service.test.ts;apps/api/src/admin/failed-notifications.service.ts
02-auth-users-admin.md#T-09.10.01,Online wallet top-up limit,merged_source_evidence_acceptance_retest_required,204,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:802,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/wallet-topup-limit-config.controller.test.ts;apps/api/src/admin/wallet-topup-limit-config.service.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-topup-config.test.ts;packages/shared/src/finance/wallet-topup-config.ts
02-auth-users-admin.md#T-09.10.02,Mandatory green-electricity rules,affected_by_identified_gap,205,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:810,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/green-electricity-config.controller.test.ts;apps/api/src/admin/green-electricity-config.service.test.ts;packages/shared/src/finance/green-electricity-config.test.ts;packages/shared/src/finance/green-electricity-config.ts;packages/shared/src/finance/index.ts
02-auth-users-admin.md#T-09.10.03,Green rule activation safety check,affected_by_identified_gap,206,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:822,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/green-electricity-config.controller.test.ts;apps/api/src/admin/green-electricity-config.service.test.ts;packages/shared/src/finance/green-electricity-safety.test.ts;packages/shared/src/finance/green-electricity-safety.ts;packages/shared/src/finance/index.ts
02-auth-users-admin.md#T-09.11.01,AI model management,affected_by_identified_gap,207,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:832,.env.example;apps/api/src/ai-models/ai-model-secrets.service.test.ts;apps/api/src/ai-models/ai-model-secrets.service.ts;apps/api/src/ai-models/ai-model-tester.service.test.ts;apps/api/src/ai-models/ai-model-tester.service.ts;apps/api/src/ai-models/ai-models.controller.test.ts;apps/api/src/ai-models/ai-models.controller.ts;apps/api/src/ai-models/ai-models.module.ts;apps/api/src/ai-models/ai-models.service.test.ts;apps/api/src/ai-models/ai-models.service.ts;apps/api/src/ai-models/index.ts;apps/api/src/app.module.ts;packages/db/drizzle/0042_create_ai_models.sql;packages/db/src/index.ts;packages/db/src/schema/ai-models.test.ts;packages/db/src/schema/ai-models.ts
02-auth-users-admin.md#T-09.11.02,Knowledge base management,affected_by_identified_gap,208,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:840,apps/api/src/app.module.ts;apps/api/src/knowledge-bases/index.ts;apps/api/src/knowledge-bases/knowledge-bases.controller.test.ts;apps/api/src/knowledge-bases/knowledge-bases.controller.ts;apps/api/src/knowledge-bases/knowledge-bases.module.ts;apps/api/src/knowledge-bases/knowledge-bases.service.test.ts;apps/api/src/knowledge-bases/knowledge-bases.service.ts;packages/db/drizzle/0043_create_knowledge_bases.sql;packages/db/src/index.ts;packages/db/src/schema/kb-groups.ts;packages/db/src/schema/knowledge-bases.test.ts;packages/db/src/schema/knowledge-bases.ts
02-auth-users-admin.md#T-09.11.03,Policy management,affected_by_identified_gap,209,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:848,apps/api/src/ai-policies/ai-policies.controller.test.ts;apps/api/src/ai-policies/ai-policies.controller.ts;apps/api/src/ai-policies/ai-policies.module.ts;apps/api/src/ai-policies/ai-policies.rules.ts;apps/api/src/ai-policies/ai-policies.service.test.ts;apps/api/src/ai-policies/ai-policies.service.ts;apps/api/src/ai-policies/index.ts;apps/api/src/app.module.ts;packages/db/drizzle/0000_init_uuidv7_function.sql;packages/db/drizzle/0044_create_ai_policies.sql;packages/db/src/index.ts;packages/db/src/schema/ai-policies.test.ts;packages/db/src/schema/ai-policies.ts;packages/db/src/schema/ai-policy-groups.ts
02-auth-users-admin.md#T-09.11.04,AI agent management,affected_by_identified_gap,210,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:856,apps/api/src/ai-agents/ai-agents.controller.test.ts;apps/api/src/ai-agents/ai-agents.controller.ts;apps/api/src/ai-agents/ai-agents.module.ts;apps/api/src/ai-agents/ai-agents.service.test.ts;apps/api/src/ai-agents/ai-agents.service.ts;apps/api/src/ai-agents/index.ts;apps/api/src/app.module.ts;packages/db/drizzle/0045_create_ai_agents.sql;packages/db/src/index.ts;packages/db/src/schema/ai-agents.test.ts;packages/db/src/schema/ai-agents.ts
02-auth-users-admin.md#T-09.11.05,Agent slot assignment,affected_by_identified_gap,211,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:864,apps/api/src/ai-agents/ai-agent-slots.controller.test.ts;apps/api/src/ai-agents/ai-agent-slots.controller.ts;apps/api/src/ai-agents/ai-agent-slots.service.test.ts;apps/api/src/ai-agents/ai-agent-slots.service.ts;apps/api/src/ai-agents/ai-agents.module.ts;apps/api/src/ai-agents/index.ts;packages/db/drizzle/0046_create_ai_agent_slots.sql;packages/db/src/index.ts;packages/db/src/schema/ai-agent-slots.test.ts;packages/db/src/schema/ai-agent-slots.ts
02-auth-users-admin.md#T-09.12.01,Product catalogue management,affected_by_identified_gap,212,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:874,apps/api/src/app.module.ts;apps/api/src/catalogue/catalogue-products.controller.test.ts;apps/api/src/catalogue/catalogue-products.controller.ts;apps/api/src/catalogue/catalogue-products.service.test.ts;apps/api/src/catalogue/catalogue-products.service.ts;apps/api/src/catalogue/catalogue.module.ts;apps/api/src/catalogue/index.ts
02-auth-users-admin.md#T-09.12.02,VAT configuration,affected_by_identified_gap,213,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:882,apps/api/src/admin/admin.module.ts;apps/api/src/admin/vat-config.controller.test.ts;apps/api/src/admin/vat-config.controller.ts;apps/api/src/admin/vat-config.service.test.ts;apps/api/src/admin/vat-config.service.ts;packages/db/drizzle/0047_create_vat_configurations.sql;packages/db/src/index.ts;packages/db/src/schema/vat-configurations.test.ts;packages/db/src/schema/vat-configurations.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/vat-config.test.ts;packages/shared/src/finance/vat-config.ts
02-auth-users-admin.md#T-09.12.03,Gift code management,affected_by_identified_gap,214,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:890,apps/api/src/admin/admin.module.ts;apps/api/src/admin/gift-code.controller.test.ts;apps/api/src/admin/gift-code.controller.ts;apps/api/src/admin/gift-code.service.test.ts;apps/api/src/admin/gift-code.service.ts;apps/api/src/orders/orders.controller.test.ts;apps/api/src/orders/orders.controller.ts;apps/api/src/orders/orders.module.ts;apps/api/src/orders/orders.service.test.ts;apps/api/src/orders/orders.service.ts;packages/db/drizzle/0048_create_gift_codes.sql;packages/db/src/index.ts;packages/db/src/schema/gift-codes.test.ts;packages/db/src/schema/gift-codes.ts;packages/db/src/schema/orders.ts;packages/shared/package.json;packages/shared/src/index.ts;packages/shared/src/promotions/gift-code.test.ts;packages/shared/src/promotions/gift-code.ts;packages/shared/src/promotions/index.ts
02-auth-users-admin.md#T-09.12.04,Contract template management,affected_by_identified_gap,215,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:898,apps/api/src/admin/admin.module.ts;apps/api/src/admin/contract-template.controller.test.ts;apps/api/src/admin/contract-template.controller.ts;apps/api/src/admin/contract-template.service.test.ts;apps/api/src/admin/contract-template.service.ts;packages/db/drizzle/0049_create_contract_templates.sql;packages/db/src/index.ts;packages/db/src/schema/contract-templates.test.ts;packages/db/src/schema/contract-templates.ts;packages/shared/src/admin/contract-templates.test.ts;packages/shared/src/admin/contract-templates.ts;packages/shared/src/admin/index.ts
02-auth-users-admin.md#T-09.12.05,Upload policies configuration,affected_by_identified_gap,216,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:906,apps/api/src/admin/admin.module.ts;apps/api/src/admin/upload-policy.controller.test.ts;apps/api/src/admin/upload-policy.controller.ts;apps/api/src/admin/upload-policy.service.test.ts;apps/api/src/admin/upload-policy.service.ts;apps/api/src/upload/content-type-sniffer.test.ts;apps/api/src/upload/content-type-sniffer.ts;apps/api/src/upload/upload-policy.resolver.test.ts;apps/api/src/upload/upload-policy.resolver.ts;apps/api/src/upload/upload.config.ts;apps/api/src/upload/upload.controller.ts;apps/api/src/upload/upload.module.ts;apps/api/src/upload/upload.types.ts;apps/api/test/upload.controller.spec.ts;packages/db/drizzle/0050_create_upload_policies.sql;packages/db/src/index.ts;packages/db/src/schema/upload-policies.test.ts;packages/db/src/schema/upload-policies.ts;packages/shared/src/admin/index.ts;packages/shared/src/admin/upload-policies.test.ts;packages/shared/src/admin/upload-policies.ts
02-auth-users-admin.md#T-09.12.06,Contract electricity increase limits,affected_by_identified_gap,217,False,F17,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:914,apps/api/src/admin/admin.module.ts;apps/api/src/admin/contract-electricity-limits.controller.test.ts;apps/api/src/admin/contract-electricity-limits.controller.ts;apps/api/src/admin/contract-electricity-limits.service.test.ts;apps/api/src/admin/contract-electricity-limits.service.ts;packages/shared/src/admin/contract-electricity-limits.test.ts;packages/shared/src/admin/contract-electricity-limits.ts;packages/shared/src/admin/index.ts
02-auth-users-admin.md#T-10.01.01,Staff user list (admin),affected_by_identified_gap,218,False,"F04,F17","F02,F22",kanban/epics/02-auth-users-admin.md:928,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/api/src/auth/auth.service.ts;apps/api/src/session/session.service.test.ts;apps/api/src/session/session.service.ts;packages/db/drizzle/0051_add_staff_disable_last_login.sql;packages/db/src/schema/users.ts;packages/db/src/seed/seed.test.ts;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-10.01.02,Staff permission audit view,affected_by_identified_gap,219,False,"F04,F17","F02,F22",kanban/epics/02-auth-users-admin.md:936,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/staff-audit.controller.test.ts
04-invoices-wallet-contracts.md#T-04.1.01.01,"Define invoice DB table with columns: `id` (UUIDv7), `profileId`, `orderId?`, `contractId?`, `state`, `totalAmount` (int8), `paidAmount` (int8, default 0), `refundedAmount` (int8, default 0), `issuedAt`, `payableFrom`, `dueAt`, `cancelledAt?`, `metadata` (JSONB for snapshots), timestamps",affected_by_identified_gap,150,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:86,packages/db/src/index.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.01.02,Create `invoice_state` enum in DB matching all 9 states,affected_by_identified_gap,151,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:87,packages/db/drizzle/0019_create_invoice_state_enum.sql;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.01.03,"Implement `InvoiceStateMachine` service with guard methods, transition validation, audit event emission",affected_by_identified_gap,152,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:88,apps/api/src/app.module.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-state-machine.service.test.ts;apps/api/src/invoice/invoice-state-machine.service.ts;apps/api/src/invoice/invoice-state.model.test.ts;apps/api/src/invoice/invoice-state.model.ts;apps/api/src/invoice/invoice.module.ts
04-invoices-wallet-contracts.md#T-04.1.01.04,"Add DB constraints: `CHECK (paidAmount <= totalAmount)`, `CHECK (refundedAmount <= paidAmount)`",affected_by_identified_gap,220,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:89,packages/db/drizzle/0052_add_invoice_amount_check_constraints.sql;packages/db/src/schema/invoices-constraints.test.ts;packages/db/src/schema/invoices.test.ts
04-invoices-wallet-contracts.md#T-04.1.01.05,Write audit repository entry for every invoice state transition,affected_by_identified_gap,221,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:90,apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-audit.repository.test.ts;apps/api/src/invoice/invoice-audit.repository.ts;apps/api/src/invoice/invoice-state-machine.service.test.ts;apps/api/src/invoice/invoice-state-machine.service.ts;apps/api/src/invoice/invoice.module.ts
04-invoices-wallet-contracts.md#T-04.1.01.06,"Integration tests: all happy-path transitions, every forbidden transition, concurrent state change rejection",affected_by_identified_gap,222,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:91,apps/api/package.json;apps/api/src/invoice/invoice-state-machine.integration.test.ts;apps/api/vitest.config.ts;packages/db/drizzle/0053_add_invoice_paid_overdue_timestamps.sql;packages/db/package.json;packages/db/src/schema/invoices.ts;packages/db/src/test/index.ts;packages/db/src/test/testDb.ts;pnpm-lock.yaml
04-invoices-wallet-contracts.md#T-04.1.02.01,Create `invoice_lines` and `invoice_items` tables with proper foreign keys and constraints,merged_source_evidence_acceptance_retest_required,223,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:114,packages/db/drizzle/0054_create_invoice_lines_and_items.sql;packages/db/src/index.ts;packages/db/src/schema/invoice-items.ts;packages/db/src/schema/invoice-lines-items.test.ts;packages/db/src/schema/invoice-lines.ts
04-invoices-wallet-contracts.md#T-04.1.02.02,"Build `ManualInvoiceService` — staff selects profile, adds lines, system calculates totals, issues invoice",merged_source_evidence_acceptance_retest_required,224,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:115,apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-state-machine.service.test.ts;apps/api/src/invoice/invoice-state-machine.service.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/invoice/manual-invoice.calculation.test.ts;apps/api/src/invoice/manual-invoice.calculation.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/invoice/manual-invoice.service.test.ts;apps/api/src/invoice/manual-invoice.service.ts;packages/db/drizzle/0000_init_uuidv7_function.sql;packages/db/drizzle/0055_add_invoice_lines_position.sql;packages/db/src/schema/invoice-lines-items.test.ts;packages/db/src/schema/invoice-lines.ts
04-invoices-wallet-contracts.md#T-04.1.02.03,Build `AutoInvoiceService` — called by order/contract creation within same transaction; snapshot prices and terms,merged_source_evidence_acceptance_retest_required,225,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:116,apps/api/src/invoice/auto-invoice.calculation.test.ts;apps/api/src/invoice/auto-invoice.calculation.ts;apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.test.ts;apps/api/src/invoice/auto-invoice.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice.module.ts
04-invoices-wallet-contracts.md#T-04.1.02.04,Implement VAT calculation module with category default / product override resolution,merged_source_evidence_acceptance_retest_required,226,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:117,apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.test.ts;apps/api/src/invoice/auto-invoice.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/invoice/vat-calculation.integration.test.ts;apps/api/src/invoice/vat-calculation.repository.ts;apps/api/src/invoice/vat-calculation.service.ts;apps/api/src/invoice/vat-calculation.test.ts
04-invoices-wallet-contracts.md#T-04.1.02.05,"Link invoice to origin: nullable `orderId`, `contractId`, `consultationId` foreign keys",merged_source_evidence_acceptance_retest_required,227,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:118,packages/db/drizzle/0056_add_invoice_origin_links.sql;packages/db/src/schema/invoices-origin.test.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.02.06,Ensure idempotency: same order cannot produce duplicate invoices (unique `orderId` + `type` index),merged_source_evidence_acceptance_retest_required,228,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:119,apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/invoice/manual-invoice.service.ts;packages/db/drizzle/0057_add_invoice_type_idempotency.sql;packages/db/src/schema/invoices-idempotency.test.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.02.07,"Implement `RoundingService.roundHalfUp(value: bigint, precision: number)` using half-up rounding rule (round half-up to nearest IRR); add table-driven unit tests with financial examples from product requirements",merged_source_evidence_acceptance_retest_required,229,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:120,apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/invoice/rounding.service.test.ts;apps/api/src/invoice/rounding.service.ts
04-invoices-wallet-contracts.md#T-04.1.02.08,"Add `invoice_calculation_snapshot` JSONB column on invoices storing all calculation inputs, intermediate rounding steps, and final totals for reproducibility",merged_source_evidence_acceptance_retest_required,"232,231",False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:121,apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.test.ts;apps/api/src/invoice/auto-invoice.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-calculation-snapshot.test.ts;apps/api/src/invoice/invoice-calculation-snapshot.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/invoice/manual-invoice.service.test.ts;apps/api/src/invoice/manual-invoice.service.ts;packages/db/drizzle/0058_add_invoice_calculation_snapshot.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/schema/invoices-calculation-snapshot.test.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.02.09,Verify reproducibility: integration test that replays invoice calculation inputs from snapshot and asserts same totals,merged_source_evidence_acceptance_retest_required,233,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:122,apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-calculation-replay.integration.test.ts;apps/api/src/invoice/invoice-calculation-snapshot.test.ts;apps/api/src/invoice/invoice-calculation-snapshot.ts
04-invoices-wallet-contracts.md#T-04.1.03.01,"Add `service_due_periods` admin config table (service type, default days, active period)",merged_source_evidence_acceptance_retest_required,236,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:143,packages/db/drizzle/0059_create_service_due_periods.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/migrate.service-due-periods.test.ts;packages/db/src/schema/service-due-periods.test.ts;packages/db/src/schema/service-due-periods.ts;packages/db/src/test/globalSetup.ts;packages/db/src/test/testDb.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/service-due-periods.test.ts;packages/shared/src/finance/service-due-periods.ts
04-invoices-wallet-contracts.md#T-04.1.03.02,Add `dueAt` calculation logic: `issuedAt + config_days` (or staff override),merged_source_evidence_acceptance_retest_required,237,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:144,apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.test.ts;apps/api/src/invoice/auto-invoice.service.ts;apps/api/src/invoice/due-at.integration.test.ts;apps/api/src/invoice/due-at.repository.ts;apps/api/src/invoice/due-at.service.ts;apps/api/src/invoice/due-at.test.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-calculation-replay.integration.test.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/invoice/manual-invoice.service.test.ts;apps/api/src/invoice/manual-invoice.service.ts;packages/shared/src/finance/due-at.test.ts;packages/shared/src/finance/due-at.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/service-due-periods.ts
04-invoices-wallet-contracts.md#T-04.1.03.03,"Build staff override UI/API: override input + reason field, stored in audit + invoice metadata",merged_source_evidence_acceptance_retest_required,238,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:145,apps/api/src/admin/admin.module.ts;apps/api/src/admin/due-at-override.controller.test.ts;apps/api/src/admin/due-at-override.controller.ts;apps/api/src/admin/index.ts;apps/api/src/invoice/due-at-override.integration.test.ts;apps/api/src/invoice/due-at-override.service.test.ts;apps/api/src/invoice/due-at-override.service.ts;apps/api/src/invoice/due-at.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-audit.repository.test.ts;apps/api/src/invoice/invoice-audit.repository.ts;apps/api/src/invoice/invoice.module.ts;apps/web/src/lib/due-at-override.test.ts;apps/web/src/lib/due-at-override.ts;apps/web/src/pages/AdminInvoicesPage.test.tsx;apps/web/src/pages/AdminInvoicesPage.tsx;apps/web/src/pages/AdminLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/invoices.tsx;packages/i18n/src/index.ts;packages/shared/src/finance/due-at-override.test.ts;packages/shared/src/finance/due-at-override.ts;packages/shared/src/finance/index.ts
04-invoices-wallet-contracts.md#T-04.1.03.04,Cron job: mark invoices past `dueAt` as Overdue if still Unpaid or Partially funded,affected_by_identified_gap,239,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:146,apps/worker/package.json;apps/worker/src/invoices/overdue-scanner.integration.test.ts;apps/worker/src/invoices/overdue-scanner.test.ts;apps/worker/src/invoices/overdue-scanner.ts;apps/worker/src/main.ts;apps/worker/vitest.config.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/overdue.test.ts;packages/shared/src/finance/overdue.ts;pnpm-lock.yaml
